gene	genename	zscore	effect_size	pvalue	pred_perf_R2	n_snps_used	n_snps_in_model
ENSG00000111275	ALDH2	-2.81459323236074	-10342.1089242207	0.00488390087167234	0.0298460518701496	2	2
ENSG00000132744	ACY3	-2.81093051674055	-12.6543666555882	0.00493984525001956	0.0933080060815583	11	11
ENSG00000107130	NCS1	2.80351217433134	283.978922478072	0.00505493238063059	0.0242039973837368	30	32
ENSG00000178562	CD28	2.79537237401529	8.55359793460978	0.00518399657688207	0.0137234916111717	17	17
ENSG00000080910	CFHR2	2.78604392938287	2.91085746507736	0.00533556404187796	0.640485218081804	24	28
ENSG00000213221	DNLZ	2.77746883686215	376.697358476907	0.00547840931894084	0.0143960617887747	62	69
ENSG00000198815	FOXJ3	2.77322812455931	120.15690490949	0.00555031969776065	0.0337861816442244	2	2
ENSG00000003056	M6PR	2.72535094037707	65.4646304989873	0.00642331727453493	0.0494194797381468	34	39
ENSG00000106236	NPTX2	-2.71824858088028	-6.24427170451539	0.00656285116008615	0.0766769030054743	38	38
ENSG00000116194	ANGPTL1	-2.70380814333767	-49.5210522903022	0.00685498560921238	0.105019098903894	28	28
ENSG00000170458	CD14	2.70017404193021	102.898711677097	0.00693032109901859	0.0500288200596093	25	26
ENSG00000089248	ERP29	2.69977815559714	14.8430551466573	0.00693857264317965	0.0279204731692963	25	26
ENSG00000164978	NUDT2	-2.69015367068582	-58.7643603117385	0.00714191231172201	0.04410434896625	18	18
ENSG00000163586	FABP1	2.68722443768184	179.347603611264	0.0072048523408017	0.0397813177642914	10	10
ENSG00000086506	HBQ1	2.68552935352362	7.09063172427411	0.0072415013593321	0.106849969275794	40	46
ENSG00000171951	SCG2	-2.67820030397653	-27.4092503157375	0.0074018938931546	0.0209892368160164	61	65
ENSG00000065485	PDIA5	2.67570022733254	167.387018088698	0.00745733135427695	0.044739197011899	22	24
ENSG00000089159	PXN	-2.66035387402274	-210.363985287502	0.0078058590397545	0.0216777715719956	13	14
ENSG00000117090	SLAMF1	-2.65193469642097	-36.3022541860738	0.00800320192087689	0.0399997316899936	6	6
ENSG00000174990	CA5A	2.64631443744764	48.1400498149699	0.00813741371489773	0.156029152682463	11	12
ENSG00000034510	TMSB10	2.63403898816308	107.611061148777	0.0084375798633689	0.0462225694559708	1	1
ENSG00000112715	VEGFA	2.63101359751718	5.81548155946536	0.0085130629844179	0.16196988055269	28	29
ENSG00000063015	SEZ6	-2.62455979781218	-29.3652795115907	0.00867610562568455	0.0217054739453134	33	38
ENSG00000129437	KLK14	2.61637240590479	60856.2835336104	0.00888695719350552	0.0171743093440951	3	3
ENSG00000172375	C2CD2L	-2.59519674662483	-31.7069180222817	0.00945367860655333	0.0147175385792272	68	75
ENSG00000163661	PTX3	-2.56882976623963	-14.6888033470483	0.010204257167048	0.0240230263300338	7	7
ENSG00000155093	PTPRN2	-2.55866797400558	-22.1081723610347	0.0105074043975129	0.0660200854727056	10	11
ENSG00000086062	B4GALT1	2.55491622527419	11.9107190735754	0.0106213357747482	0.0480826183404571	21	26
ENSG00000132514	CLEC10A	2.55467967940721	51.8204709999639	0.0106285557714887	0.129032459725709	26	27
ENSG00000151414	NEK7	-2.54951543104545	-124.029126165266	0.0107872737097576	0.0168416748880933	1	1
ENSG00000262655	SPON1	2.54858106537838	11.189147639385	0.0108162145348023	0.0882267459553467	41	42
ENSG00000187244	BCAM	2.5416455151602	11.4070699133673	0.0110332008883143	0.0170079212341761	168	185
ENSG00000108691	CCL2	-2.52683571830405	-127.830788057172	0.0115095326733354	0.0261526503169266	4	4
ENSG00000213231	TCL1B	2.52401721900502	316.341839081283	0.011602224552183	0.0219982951133221	58	60
ENSG00000160255	ITGB2	-2.51781208718509	-74.7353874033833	0.011808630290663	0.026275915251937	4	5
ENSG00000106123	EPHB6	-2.51290584994605	-125.476113545628	0.0119741286365893	0.0462826550143701	16	18
ENSG00000130311	DDA1	-2.50208834469437	-9.77876246173714	0.0123463112160709	0.0338898454922163	29	30
ENSG00000052344	PRSS8	2.49020129280481	30.7519258383997	0.0127670764232561	0.0477126138307587	6	6
ENSG00000139182	CLSTN3	-2.48073476434865	-7.131422792456	0.0131111893418085	0.0798259745205088	19	21
ENSG00000187323	DCC	2.4754949823276	57.4774435331308	0.0133051631311101	0.0161260497363232	48	48
ENSG00000187498	COL4A1	2.46793682325564	94.6049318177848	0.0135894301453094	0.0204681661473073	3	3
ENSG00000077420	APBB1IP	-2.45558621601766	-21.5795278558004	0.0140655008720181	0.0472318781235771	13	14
ENSG00000100024	UPB1	-2.4512473261871	-209.247510357817	0.0142362097184892	0.0443257387078683	3	3
ENSG00000134222	PSRC1	2.43284898918395	80.2216453193578	0.0149805472544171	0.0227545278994585	4	5
ENSG00000180900	SCRIB	2.42215922092557	30.5184427431043	0.015428588896182	0.0274900142600083	85	90
ENSG00000117868	ESYT2	2.41750956743078	34.1762450256215	0.0156271231705805	0.0497885530285113	28	29
ENSG00000169218	RSPO1	-2.40851605478594	-34.7752929313126	0.0160175217696299	0.0611328056251221	30	33
ENSG00000006016	CRLF1	-2.40810941797886	-6.58922418651926	0.016035374277289	0.0387486673263726	160	170
ENSG00000189058	APOD	2.39563329994486	36.2352145798423	0.0165916800547419	0.0377141211393811	44	51
ENSG00000006210	CX3CL1	-2.3926535307704	-4.15528977129953	0.0167270281806347	0.0587996226838265	36	36
ENSG00000105371	ICAM4	2.38766839153816	59.6784869748313	0.0169556331363283	0.0380447558955358	33	37
ENSG00000182853	VMO1	2.3874222359093	2.74262408255952	0.0169669918630224	0.412106220363211	47	52
ENSG00000184371	CSF1	-2.37811464892253	-70.0406279360098	0.0174014145347141	0.0236978589702553	4	5
ENSG00000112115	IL17A	-2.37660431082701	-86.9059237070949	0.0174728203169876	0.0128566652982464	82	85
ENSG00000065361	ERBB3	2.35975027235588	65.7684250744356	0.0182872409046415	0.080004391657522	32	33
ENSG00000151006	PRSS53	-2.35812606593045	-1.25350120676579	0.0183674541879197	0.117764215298773	27	28
ENSG00000054967	RELT	2.35589462528859	87.3956514764905	0.0184781585663825	0.0799799538888041	12	15
ENSG00000105376	ICAM5	2.33571911679296	39.9387651085589	0.0195058854909655	0.0336329174829516	16	17
ENSG00000143536	CRNN	2.32698295060048	6.74273861004199	0.0199661726952551	0.0633708965912537	17	18
ENSG00000188211	NCR3LG1	2.32248378399336	280.211119091242	0.0202069005851091	0.089509355949525	18	21
ENSG00000110921	MVK	2.31507705182077	2101.93977637941	0.0206087156548229	0.0183574441977972	2	2
ENSG00000258484	SPESP1	-2.31362786970485	-16.2249802206228	0.0206881435785398	0.0111989647943942	3	3
ENSG00000196091	MYBPC1	-2.31217241146456	-3795.39713617551	0.0207681839837985	0.0307170564748882	8	8
ENSG00000111144	LTA4H	2.30847365285735	110.198480517635	0.0209728066016788	0.0335742518023207	3	3
ENSG00000118785	SPP1	-2.30040162189993	-102.834236238732	0.021425477032351	0.026514931722595	8	8
ENSG00000125458	NT5C	2.29606345374437	19.0873953673929	0.0216722535302207	0.0302818299113676	142	148
ENSG00000134827	TCN1	-2.29186290529922	-186.327889577242	0.0219135553765901	0.0129508125156449	37	38
ENSG00000141086	CTRL	-2.29048772295854	-31.3703297759094	0.0219930594640454	0.0791191282728522	5	5
ENSG00000143162	CREG1	-2.28894736332233	-122.959470154937	0.0220824108766515	0.0223377919977241	46	49
ENSG00000214866	DCDC2C	-2.28848057391851	-34125.387917225	0.0221095501280562	0.0183047230637008	2	2
ENSG00000095713	CRTAC1	2.28453531243089	15.8146598648086	0.0223400897208277	0.0231191696127624	113	116
ENSG00000081237	PTPRC	2.28196850071594	45.7470993649485	0.0224912000156459	0.0365723812483776	6	6
ENSG00000008438	PGLYRP1	-2.28091325223112	-13.0922142714045	0.0225535806047448	0.0221225821718398	23	23
ENSG00000184922	FMNL1	-2.2801779409234	-9.37528159377523	0.0225971370892615	0.0283739122894561	27	27
ENSG00000110244	APOA4	2.25933685683561	1.76652624127404	0.0238624389181812	0.0284974158693842	144	149
ENSG00000161944	ASGR2	2.25915258237014	65.3190352645817	0.0238738952389279	0.0912510995227668	25	26
ENSG00000170367	CST5	2.25757630253247	40.3966310110911	0.023972087451549	0.364081809543866	5	7
ENSG00000141504	SAT2	2.25455156524621	2.38025050620839	0.0241614905403023	0.303240963921765	22	23
ENSG00000083535	PIBF1	2.2464941791324	115.856059580669	0.0246723719678477	0.0381561243032088	1	1
ENSG00000117118	SDHB	2.24575622556039	185.51275770448	0.0247196265884129	0.0540608276162389	1	1
ENSG00000135960	EDAR	2.2373630390523	483.42447349244	0.0252626221757726	0.0283386179959555	7	7
ENSG00000107485	GATA3	-2.23537137737732	-27.0300187534562	0.0253929775991193	0.0217482574418836	80	80
ENSG00000168530	MYL1	-2.22772438024073	-15.9049458462742	0.0258989002000918	0.0334079625845296	19	20
ENSG00000142168	SOD1	2.21845003056758	238.57418260209	0.0265241630885868	0.0220742425108922	1	1
ENSG00000142224	IL19	-2.21629149784581	-14.3041539723698	0.0266715449373023	0.156889424203387	22	25
ENSG00000159461	AMFR	-2.21109195092319	-187.920706957298	0.027029470230451	0.0126665818268954	1	1
ENSG00000133710	SPINK5	-2.20348666002998	-28.6442850953871	0.027560466180607	0.109751679241647	17	19
ENSG00000162746	FCRLB	2.20244866391986	4.03470667034903	0.027633631598539	0.173629052112863	55	60
ENSG00000116127	ALMS1	-2.19576884133385	-16.6708709458738	0.0281084929327795	0.0357007754541021	27	30
ENSG00000264424	MYH4	-2.19548758439583	-157.113416201775	0.0281286405425012	0.0201023286639367	60	65
ENSG00000141252	VPS53	-2.19477283686901	-388.032617730609	0.0281798969061369	0.0354028139872414	31	33
ENSG00000104327	CALB1	2.19454754502421	8.46173885514563	0.0281960698324388	0.0235743261567739	3	4
ENSG00000104112	SCG3	2.19100160924201	5.21134208361156	0.0284516759984776	0.0610566877006687	16	16
ENSG00000256269	HMBS	2.18895435067875	44.8612185450684	0.0286001581003508	0.0124163283086558	5	6
ENSG00000136854	STXBP1	2.17858533687298	163.150683384218	0.0293624864453306	0.0137454479723456	1	1
ENSG00000134812	CBLIF	-2.1757238070445	-772.019052056153	0.0295759189348106	0.0172152779440257	9	10
ENSG00000102962	CCL22	2.17235847668351	9.85423458879029	0.0298286344412309	0.0663420940597446	17	17
ENSG00000128510	CPA4	-2.16288958262321	-3.6162208193281	0.0305496732004824	0.150843093621881	41	43
ENSG00000133401	PDZD2	2.16130082765833	47.4798853097083	0.0306721090411715	0.0727180977045942	61	61
ENSG00000198848	CES1	2.16124859781537	2964.23311791506	0.0306761412264895	0.0166583101279727	19	19
ENSG00000134757	DSG3	2.14242779950563	224872.754962173	0.0321590728610481	0.0191255378494336	3	3
ENSG00000010319	SEMA3G	-2.13858237897861	-32.4627326096731	0.032469505856197	0.021634615505292	32	34
ENSG00000229183	PGA4	2.13260142622725	214.493283351497	0.0329574362327141	0.0425113437684985	4	4
ENSG00000240505	TNFRSF13B	2.12919607160674	100.408210407436	0.0332380417919034	0.0355892546239245	49	57
ENSG00000104763	ASAH1	-2.12490567947468	-5.25158860763061	0.0335944839761564	0.070141191599913	39	40
ENSG00000114019	AMOTL2	2.12417474495192	10.6962852579945	0.0336555342113189	0.0572036655490999	72	72
ENSG00000070404	FSTL3	-2.12313438424443	-8.03575714871978	0.0337425924423456	0.067722871048145	191	244
ENSG00000093010	COMT	2.12190832263423	50.0650708321933	0.03384543742042	0.106888605308218	6	6
ENSG00000168961	LGALS9	2.11961030176456	33.0004883481364	0.034038922988642	0.016443019711912	43	45
ENSG00000198944	SOWAHA	-2.11167949212514	-6.13265109533002	0.0347139491850368	0.0251658421916215	199	206
ENSG00000124659	TBCC	-2.10751401578166	-100.254665935288	0.0350730480807135	0.0305931989194447	3	3
ENSG00000008513	ST3GAL1	2.10233484587371	7.59794226659887	0.0355239541857206	0.0134945009434292	136	141
ENSG00000066468	FGFR2	2.1018012486427	8.02415989198724	0.0355706897281745	0.0200805578270926	106	107
ENSG00000196188	CTSE	-2.09632653870056	-102.376651253877	0.0360532340912931	0.0214292458542719	3	7
ENSG00000105854	PON2	2.08842492197346	33.2424420023552	0.0367595213263467	0.320791458297392	14	14
ENSG00000165458	INPPL1	-2.07715980017658	-43.9387048510118	0.037786812771297	0.0116095893621248	19	19
ENSG00000182575	NXPH3	2.07412834864711	432.905759720963	0.0380673924063835	0.023794624199819	16	16
ENSG00000104635	SLC39A14	2.07191026546487	106.724215060137	0.0382738104540579	0.0203828013365902	85	91
ENSG00000171302	CANT1	2.06882783455608	48.4258112096935	0.0385622454570282	0.0348611114943433	5	5
ENSG00000164509	IL31RA	2.06722596817994	9.35724426722738	0.0387128663562508	0.0419548944481304	21	21
ENSG00000143641	GALNT2	-2.06705932776308	-6.82065770830311	0.0387285639523536	0.0875286165597672	11	11
ENSG00000106952	TNFSF8	2.0627346437118	12.3320094518405	0.0391378465130274	0.0197670543382465	15	15
ENSG00000125977	EIF2S2	-2.06084210960576	-2048.56111391601	0.0393181056533989	0.0451430287886066	3	4
ENSG00000150093	ITGB1	2.06017087976057	3.76165042310321	0.039382207733903	0.063600475113782	22	22
ENSG00000026751	SLAMF7	2.04639068281112	73.3605228459506	0.0407179480297948	0.0742809056744874	24	24
ENSG00000066027	PPP2R5A	2.04594811198189	55.3141300615879	0.0407614760376502	0.0265393262583456	45	45
ENSG00000164574	GALNT10	-2.04035124649832	-3.43059794338049	0.041315354050844	0.0447360615294348	50	50
ENSG00000064309	CDON	-2.03351516633109	-12.146206456716	0.0420005028959818	0.079321049262127	20	20
ENSG00000150401	DCUN1D2	-2.02838076294123	-9.84235849381201	0.0425214019104068	0.0464254635817206	125	134
ENSG00000120332	TNN	-2.02669298079242	-1.77647292870512	0.0426938207690739	0.576292917009787	45	45
ENSG00000137563	GGH	2.01225392036704	46.3516710716092	0.0441931771590856	0.0159370340996746	64	66
ENSG00000116678	LEPR	-2.0109090736242	-13.1498581640366	0.0443350617741203	0.0585570959637728	15	15
ENSG00000141503	MINK1	-2.00949065036104	-54.0252103799574	0.044485125240725	0.0341551724774731	4	4
ENSG00000158411	MITD1	2.00790858518234	9.16340925498632	0.044653006717378	0.0249875074683648	16	16
ENSG00000166228	PCBD1	2.0075401810658	265.006383357632	0.0446921766937165	0.0214354450357795	41	41
ENSG00000144834	TAGLN3	-2.00302952938166	-1733.19530989218	0.045174119020492	0.036346851304117	12	12
ENSG00000133800	LYVE1	2.0023099978006	33.9409729621915	0.0452514014046037	0.0147326322385878	7	8
ENSG00000183087	GAS6	2.00195145398529	5004.39910317108	0.0452899529355575	0.0255274412770897	6	6
ENSG00000160808	MYL3	-2.0015561351431	-81.7420680163553	0.0453324906965171	0.0211043723983762	11	11
ENSG00000055957	ITIH1	-1.99650919405996	-51.6007503452871	0.0458785260058463	0.0412694928283513	2	3
ENSG00000123384	LRP1	1.98573670873385	6179.63260427108	0.0470625667003952	0.0279520091696611	3	3
ENSG00000163209	SPRR3	1.98296792857386	39.31061208078	0.0473710120411421	0.0310792586975006	7	7
ENSG00000057757	PITHD1	-1.97843923820737	-57.3907676613955	0.0478791768780622	0.0183471425973867	30	31
ENSG00000127415	IDUA	-1.97710493945173	-70.9293596956003	0.0480297695720981	0.0668882951537146	30	35
ENSG00000144824	PHLDB2	1.97680842968978	48.8647093222455	0.0480632884880092	0.027500330090095	2	2
ENSG00000198585	NUDT16	1.97677162914851	488.631483552615	0.048067449972214	0.0178044365132158	7	7
ENSG00000221890	NPTXR	-1.97281120434068	-1.72236401072408	0.0485170761609561	0.378936897038306	9	9
ENSG00000147601	TERF1	-1.96169686173826	-159.187325114185	0.0497977874330913	0.0380459161863812	43	45
ENSG00000137440	FGFBP1	-1.95438517158332	-10.7748605565248	0.0506556830091818	0.0386178848619181	8	8
ENSG00000145920	CPLX2	1.94951611005229	12.3321103894356	0.051233820818428	0.0249656344518317	20	21
ENSG00000103512	NOMO1	1.94711713707407	16.993010315546	0.051520692921915	0.027365274367562	23	23
ENSG00000152583	SPARCL1	-1.94675643327978	-18.1932744875677	0.0515639423645757	0.0215547017274442	40	40
ENSG00000143369	ECM1	1.94356231209438	13.4511717638482	0.0519482543204004	0.102348073502091	19	19
ENSG00000169814	BTD	1.93886545834566	22.6657837914331	0.0525177229323286	0.0501826742347038	59	60
ENSG00000170412	GPRC5C	-1.93737575087462	-8.35474686966419	0.0526994286086011	0.0538906727602086	149	157
ENSG00000271605	MILR1	-1.93459751980678	-249.207801200502	0.0530397046254947	0.021316708812204	56	57
ENSG00000118689	FOXO3	1.93048413547648	5.9054660386834	0.0535468790397375	0.0480899089373721	88	91
ENSG00000145335	SNCA	1.92908232529019	12.4521713098589	0.0537206428357637	0.0155912420802001	49	52
ENSG00000136738	STAM	-1.92736608947631	-7.0094774578868	0.053934022571489	0.0344252523620877	4	5
ENSG00000019991	HGF	1.92686115520546	3.55800937390447	0.0539969356132595	0.0256807882582029	23	24
ENSG00000169900	PYDC1	1.92293920386136	73.5048456501318	0.054487685514228	0.0597671283821549	7	7
ENSG00000117899	MESD	-1.91831789352819	-1592.90507010295	0.055070714903056	0.0176775515115236	7	7
ENSG00000042493	CAPG	1.91530052020685	2.15402155155538	0.0554541893029843	0.376392290279305	18	19
ENSG00000124357	NAGK	-1.90850938957627	-50.125774555616	0.0563254107529871	0.0949832193396572	28	30
ENSG00000215545	DEFB116	-1.90297195557475	-16.4011950967146	0.0570442047116686	0.0284269685621329	73	78
ENSG00000142798	HSPG2	-1.90125371067801	-11.7256408291844	0.0572687889794619	0.0177194493706932	7	7
ENSG00000118094	TREH	1.90097328161772	2.25699832541027	0.0573055123437569	0.515140000089701	16	16
ENSG00000110013	SIAE	1.90027760960098	6.32263662713952	0.0573966980784246	0.0908806002428906	96	100
ENSG00000113273	ARSB	1.89951780369796	86.3298872832055	0.0574964280323242	0.036550650934789	52	53
ENSG00000250722	SELENOP	1.89604977227237	56.246692070875	0.0579534633628449	0.0295231611094176	6	6
ENSG00000163993	S100P	-1.89471102195907	-12.7366048037784	0.0581306967209922	0.127482468900796	35	36
ENSG00000106211	HSPB1	1.89128985751337	157.707968747037	0.0585856618735077	0.140910103016121	3	4
ENSG00000184730	APOBR	1.89031230596768	2.12583320447933	0.058716203924825	0.15293700678984	45	47
ENSG00000006606	CCL26	1.88688365461972	38.3154793163113	0.0591759760601951	0.016882823449955	55	55
ENSG00000103066	PLA2G15	1.88539482716859	2.65119846971951	0.0593765518960907	0.0590936189967485	11	11
ENSG00000050327	ARHGEF5	1.88040448467392	12.7000125452639	0.0600529728221482	0.0553685331417733	6	7
ENSG00000164867	NOS3	-1.87892149955843	-72.0352233473925	0.060255212739611	0.0112629151473249	11	11
ENSG00000120949	TNFRSF8	1.87736947931418	19.9114197768775	0.0604674715653029	0.0232269526759692	11	11
ENSG00000121716	PILRB	1.8754726058275	1.24263966939456	0.0607277347420305	0.694010601225975	29	30
ENSG00000173535	TNFRSF10C	-1.87413599375643	-6.24969262893824	0.0609116833914678	0.106531019548603	58	62
ENSG00000164418	GRIK2	-1.87320235427662	-4.67236347392324	0.0610404473590203	0.0573796653414557	34	35
ENSG00000188690	UROS	-1.86697961582787	-118.204633885806	0.0619044344988278	0.0135324008044678	96	97
ENSG00000140263	SORD	1.86228631523583	81.256724420784	0.0625627433747065	0.0364933275343428	9	10
ENSG00000197273	GUCA2A	-1.86042889943323	-10.5516669056627	0.0628248691318436	0.118231637579327	7	7
ENSG00000198643	FAM3D	-1.85654947815983	-4.96901928586994	0.0633752774607199	0.0595927417801083	9	9
ENSG00000140650	PMM2	1.84826184797025	36.9401682715824	0.064564472094824	0.0535546293035197	98	104
ENSG00000136634	IL10	-1.84741199367703	-20.8290559411973	0.06468745224874	0.0413311226467569	3	3
ENSG00000170890	PLA2G1B	-1.84209611901619	-0.487710912020292	0.0654610914019096	0.0279613733495704	20	20
ENSG00000102854	MSLN	-1.84121941203175	-14.1645479107119	0.065589411753824	0.374705780796153	16	17
ENSG00000114021	NIT2	-1.83809957582527	-76.3686159050231	0.0660477336966214	0.0443293035092941	50	51
ENSG00000115756	HPCAL1	1.83689151848555	112.549997837194	0.0662259116328965	0.0212897375409768	76	81
ENSG00000168079	SCARA5	1.83292747500439	102.321195156628	0.0668133572239866	0.0282323567623601	21	23
ENSG00000144857	BOC	1.83201787595883	4.27911075179244	0.0669487573875647	0.106331494544578	48	54
ENSG00000011422	PLAUR	-1.83001284586166	-37.6876442862415	0.0672480179877077	0.011788773589549	15	19
ENSG00000125726	CD70	1.829501963157	98.650053361897	0.0673244454905533	0.0413924702890066	124	132
ENSG00000186895	FGF3	-1.82882420474512	-425.831203044779	0.0674259477235475	0.0174774649681613	16	16
ENSG00000128567	PODXL	-1.82372292949879	-4.34612605132024	0.0681939705420072	0.086285847191334	6	7
ENSG00000092098	RNF31	1.82291286390315	10.9723433961757	0.0683165892813595	0.0351236731605838	30	34
ENSG00000156219	ART3	1.82236398420102	4.64296236987509	0.0683997755721237	0.0303671920216344	17	19
ENSG00000184985	SORCS2	-1.81948133615473	-3.20191239520513	0.0688380277061353	0.0570022137883361	48	49
ENSG00000204671	IL31	-1.81946440829361	-84.1165185297392	0.0688406080656412	0.0100023180040079	38	39
ENSG00000072736	NFATC3	1.8187824161067	3101.91904625629	0.0689446320924361	0.0237866986919911	9	11
ENSG00000077097	TOP2B	-1.81534788643848	-42.4224134586499	0.0694704643019748	0.0384159100993661	3	3
ENSG00000179639	FCER1A	1.81493304321644	10.9730481089444	0.0695341998130485	0.025112894441001	20	20
