gene genename zscore effect_size pvalue pred_perf_R2 n_snps_used n_snps_in_model Trait
ENSG00000188026 RILPL1 4.58388546140128 0.0160786901085865 4.56414315008757e-06 0.0275616270566564 17 17 AgeSmk
ENSG00000119242 CCDC92 -4.51469747051299 -0.194115000110109 6.3407215917799e-06 0.0312737355634194 20 20 AgeSmk
ENSG00000189283 FHIT 4.51467254192134 0.0158409577743529 6.34146745670527e-06 0.0197817474506466 305 308 AgeSmk
ENSG00000157005 SST 4.50475649410177 0.0161539580697656 6.64490941426621e-06 0.0212413188840962 120 120 AgeSmk
ENSG00000185627 PSMD13 4.50157830929094 0.490689065179777 6.74507044684525e-06 0.0180884820262871 11 11 AgeSmk
ENSG00000120438 TCP1 4.45647222189339 0.0215235296947827 8.3319391481762e-06 0.0207092146233825 78 78 AgeSmk
ENSG00000165060 FXN -4.44470536792353 -0.0288848126205152 8.80123997704096e-06 0.0224775014063111 90 92 AgeSmk
ENSG00000095906 NUBP2 4.42466727000709 0.0430790468664791 9.65910387229485e-06 0.0168202370585371 44 44 AgeSmk
ENSG00000107164 FUBP3 -4.41 -8.70150293305762 1.03370619144449e-05 0.0162281606800348 1 1 AgeSmk
ENSG00000147457 CHMP7 -4.3787560243251 -0.0205256783745412 1.19358662693525e-05 0.0283924355139502 160 160 AgeSmk
ENSG00000110076 NRXN2 -4.34961182236501 -0.339778288956701 1.36378727160213e-05 0.0161882873958976 20 20 AgeSmk
ENSG00000204264 PSMB8 -5.13328454477171 -1.31889258240682 2.84728938426682e-07 0.0324061227749252 40 45 ALS
ENSG00000122218 COPA 4.44853975415049 0.0843843688472726 8.64560490554389e-06 0.0234971368490802 110 113 ALS
ENSG00000148334 PTGES2 4.40641754902288 1.01172808212757 1.05094285756113e-05 0.022246036362249 12 13 ALS
ENSG00000127824 TUBA4A 4.93143127556047 0.303323215106407 8.16292870187141e-07 0.0455675627710513 30 32 ASD
ENSG00000241360 PDXP -4.85373355298464 -0.0809141480794908 1.21158499055696e-06 0.0153124159239768 97 99 ASD
ENSG00000100092 SH3BP1 -4.75335935803201 -0.0920683946930358 2.00064289557211e-06 0.016897275077781 89 91 ASD
ENSG00000124507 PACSIN1 -4.60544668690924 -0.108201852587699 4.11581423898078e-06 0.0308312953965283 65 68 ASD
ENSG00000073969 NSF -4.59559891482626 -12.3449375678794 4.31508029752337e-06 0.0304375035569186 2 2 ASD
ENSG00000106268 NUDT1 -4.50991590250076 -0.159384312988165 6.48533302327614e-06 0.0163334906347346 61 62 ASD
ENSG00000120438 TCP1 -4.41076006820162 -0.128696703847631 1.03008406444616e-05 0.0207092146233825 78 78 ASD
ENSG00000115419 GLS 4.36320225644133 1.07916688522617 1.28172343110133e-05 0.038026395736948 19 20 ASD
ENSG00000152409 JMY -4.36178920890556 -0.131573276461168 1.2900312727826e-05 0.0254144572694501 92 96 ASD
ENSG00000115310 RTN4 6.597229034679 0.104918650141018 4.18913792543663e-11 0.0224097193555518 113 114 BIP
ENSG00000168439 STIP1 -6.00060520783779 -13.4737596380961 1.96583438416553e-09 0.0178835407614764 7 7 BIP
ENSG00000173992 CCS -5.63573386516977 -2.28468616056477 1.74314405132492e-08 0.0215591163744279 6 7 BIP
ENSG00000112763 BTN2A1 -5.52056729231897 -0.389417022289977 3.37906955749645e-08 0.449263805015795 20 21 BIP
ENSG00000137312 FLOT1 -5.12882654548338 -0.0258338165071947 2.91553818421164e-07 0.0197796512898655 131 146 BIP
ENSG00000204580 DDR1 -5.05937119737606 -0.0205566214064651 4.20641301346336e-07 0.0384734111309753 173 202 BIP
ENSG00000103160 HSDL1 -4.77582575643308 -0.0797653774952154 1.78971312880805e-06 0.0109495130980992 303 308 BIP
ENSG00000164237 CMBL -4.75473137649059 -0.0626419685766803 1.9871044938391e-06 0.0198802445765069 110 111 BIP
ENSG00000010322 NISCH -4.71489574578794 -0.124018123871085 2.41834540926078e-06 0.0131735606145982 12 13 BIP
ENSG00000136631 VPS45 -4.62277479390645 -1.35863505514084 3.78640728149193e-06 0.014062652844545 8 8 BIP
ENSG00000116521 SCAMP3 -4.59005262073856 -0.0909391637403826 4.43134280914137e-06 0.0233594059792239 32 32 BIP
ENSG00000173599 PC -4.56744173757587 -0.799526105084044 4.93712844518157e-06 0.0151879555585035 15 15 BIP
ENSG00000130347 RTN4IP1 4.56212158127123 2.03142669678041 5.06393078358869e-06 0.0143687948871878 18 19 BIP
ENSG00000150753 CCT5 -4.53021577739457 -0.0555932609150549 5.89234753034518e-06 0.0341985797622896 116 117 BIP
ENSG00000110367 DDX6 -4.5268367434687 -0.751425328106879 5.98731584333656e-06 0.0359484487462511 26 26 BIP
ENSG00000149927 DOC2A 11.6540681150493 0.820913374081365 0 0.0575765821300807 9 9 BMI
ENSG00000174939 ASPHD1 10.6023437591865 0.129609628225948 0 0.078366348887508 6 7 BMI
ENSG00000084710 EFR3B -10.2701344005739 -0.0346261710308825 0 0.0434318677325732 60 61 BMI
ENSG00000177548 RABEP2 10.1578947368421 2.13427132161932 0 0.0366670707056149 1 2 BMI
ENSG00000067560 RHOA 9.66654522795718 0.384325294066041 0 0.0131391068420681 2 2 BMI
ENSG00000109919 MTCH2 9.46481991001481 0.832727785868885 0 0.0275322804408665 5 5 BMI
ENSG00000173402 DAG1 9.20605850168171 0.231273073924385 0 0.0231182017079824 2 2 BMI
ENSG00000145020 AMT 9.1903594656082 0.126966167428449 0 0.0243867260147842 2 2 BMI
ENSG00000233276 GPX1 -9.15623206358867 -0.0845486583898342 0 0.129027127822378 2 2 BMI
ENSG00000110514 MADD 8.78947368421053 4.47217250910034 0 0.0430201449925329 1 1 BMI
ENSG00000166441 RPL27A 8.29411764705882 35.6239985487642 0 0.0179249373225046 1 1 BMI
ENSG00000157881 PANK4 8.01574826511918 0.742654284484717 1.11022302462516e-15 0.138128818878227 4 4 BMI
ENSG00000010322 NISCH -8.00058636311461 -0.0436080273291958 1.33226762955019e-15 0.0131735606145982 12 13 BMI
ENSG00000165912 PACSIN3 -7.94460230262356 -1.66356255305439 1.99840144432528e-15 0.0289710732672256 3 3 BMI
ENSG00000174938 SEZ6L2 -7.5648958365742 -0.243263601467909 3.88578058618805e-14 0.0251436445933234 5 6 BMI
ENSG00000204427 ABHD16A 7.38765199504104 0.471306463879578 1.49436019114546e-13 0.0381269021758858 21 24 BMI
ENSG00000149084 HSD17B12 -7.26309131868283 -0.179493435335009 3.78364006792253e-13 0.114510352950144 20 21 BMI
ENSG00000169221 TBC1D10B -7.26017704913795 -0.356634757266575 3.8657965717448e-13 0.0134085434557855 11 11 BMI
ENSG00000103496 STX4 -7.07530498626365 -0.838478046212812 1.49125156667651e-12 0.055929642833803 3 3 BMI
ENSG00000162104 ADCY9 -7.05182037260564 -0.654097019794412 1.76592074296877e-12 0.0280265707657167 13 13 BMI
ENSG00000149177 PTPRJ 7.00552798257525 0.179341613841919 2.46047626717427e-12 0.0294057877217502 7 7 BMI
ENSG00000013364 MVP 6.98442809070751 0.098667110843129 2.86015655603933e-12 0.0210762502144286 4 5 BMI
ENSG00000149782 PLCB3 -6.94593454734823 -0.605153907001088 3.75965925059063e-12 0.0971825845953386 4 5 BMI
ENSG00000115255 REEP6 -6.87167873103948 -0.0128652749371102 6.34514663033769e-12 0.0293328514057716 49 54 BMI
ENSG00000198373 WWP2 6.81355166130012 0.517008963191649 9.52171674839519e-12 0.0413689218882621 9 9 BMI
ENSG00000198752 CDC42BPB 6.72099489587264 0.698409415543545 1.80488957113312e-11 0.101554299307479 8 9 BMI
ENSG00000134569 LRP4 -6.57344428145446 -0.469030462792521 4.91644502886857e-11 0.0437470912024608 5 5 BMI
ENSG00000077097 TOP2B 6.55506109541383 0.415231254934257 5.56190649092514e-11 0.0201400347762816 23 23 BMI
ENSG00000164076 CAMKV -6.54092135733369 -0.275904540338504 6.11408701445271e-11 0.013579753558947 6 6 BMI
ENSG00000140718 FTO 6.45314368270574 0.575099035300251 1.09553477400937e-10 0.0241329186800035 23 23 BMI
ENSG00000055147 FAM114A2 6.43427902418245 0.320991909882337 1.24060761663713e-10 0.0542026682352926 22 22 BMI
ENSG00000078142 PIK3C3 6.40516423469393 0.755574419784919 1.50207624116661e-10 0.0271696593664106 18 18 BMI
ENSG00000244038 DDOST -6.39027151704934 -0.0932945493353062 1.65591540479681e-10 0.0172265520523928 99 99 BMI
ENSG00000166170 BAG5 -6.32337209507739 -0.289584594996866 2.5591595509411e-10 0.033122668853693 24 26 BMI
ENSG00000165209 STRBP 6.27994812657614 0.017542908432323 3.3868596815978e-10 0.0263957603893548 65 68 BMI
ENSG00000128872 TMOD2 -6.27769076717356 -0.0175972478093361 3.43638451028028e-10 0.0255311416552613 69 70 BMI
ENSG00000162944 RFTN2 -6.26001732484382 -1.60406803114357 3.84934750741195e-10 0.0368871231166182 6 6 BMI
ENSG00000171867 PRNP 6.25827849657115 0.004953371003669 3.89250187637913e-10 0.0324680728322524 157 158 BMI
ENSG00000061987 MON2 -6.2558794970786 -0.0145007932084631 3.95281807286096e-10 0.026516554834981 108 111 BMI
ENSG00000007402 CACNA2D2 6.21252585300975 0.150688234315365 5.21396037456157e-10 0.0295775820797141 8 8 BMI
ENSG00000173039 RELA -6.17587511689649 -0.375239280757495 6.57979892793037e-10 0.0246538338564602 13 13 BMI
ENSG00000077080 ACTL6B -6.10181250917602 -0.0468577570081832 1.04872355244368e-09 0.0287308678238192 11 14 BMI
ENSG00000120992 LYPLA1 6.08995413007805 1.19350522120062 1.12943032704038e-09 0.0370634969241316 12 13 BMI
ENSG00000114353 GNAI2 6.05557526877708 0.118548469848492 1.39916722652345e-09 0.0128554302758987 9 9 BMI
ENSG00000148842 CNNM2 6.02235558787747 0.522015612810259 1.71896719081133e-09 0.0223434798395191 14 15 BMI
ENSG00000174903 RAB1B -6.01995640411618 -0.0369242210251931 1.74464043212197e-09 0.018115794108846 26 27 BMI
ENSG00000149925 ALDOA 5.98508512616079 0.298318921536131 2.16276707654117e-09 0.0303549795135704 12 12 BMI
ENSG00000189410 SH2D5 -5.961767383255 -0.0252124248915558 2.49524201301199e-09 0.0174542900760098 83 83 BMI
ENSG00000041353 RAB27B -5.94285640633118 -0.119316738541466 2.80097789406852e-09 0.0768641490635336 8 8 BMI
ENSG00000167371 PRRT2 5.89116866466239 0.0740952878586632 3.83473897080933e-09 0.0251902932857951 7 7 BMI
ENSG00000103502 CDIPT 5.86134714165062 0.0348975892518179 4.59127003082926e-09 0.0249302439839219 7 8 BMI
ENSG00000103657 HERC1 5.83044226107459 0.0252647191486182 5.52806644904535e-09 0.0239873179524574 43 43 BMI
ENSG00000093010 COMT -5.82304161537959 -0.0838678904889174 5.77861580808303e-09 0.434883455632323 9 9 BMI
ENSG00000132676 DAP3 5.76346912128997 0.117515444094722 8.24023360657122e-09 0.0291039132343585 8 8 BMI
ENSG00000247596 TWF2 -5.74984560241326 -0.0805896449745811 8.93249829658771e-09 0.0156314195242917 17 18 BMI
ENSG00000125746 EML2 -5.60196481245036 -0.235159428798791 2.11935586857948e-08 0.0387982117853451 8 9 BMI
ENSG00000100994 PYGB -5.60131125268464 -0.323769473844568 2.12736348537135e-08 0.0776124593817449 4 4 BMI
ENSG00000104897 SF3A2 -5.55124358581518 -0.0111800615974421 2.83644527865334e-08 0.0333284944869501 65 69 BMI
ENSG00000132780 NASP 5.54699693402235 0.705473170600264 2.90617836462559e-08 0.0212698243976368 2 2 BMI
ENSG00000166501 PRKCB -5.53753541042637 -0.22343154240721 3.06757685919479e-08 0.0325232283560094 60 61 BMI
ENSG00000116584 ARHGEF2 -5.53566461968286 -0.374764117853871 3.10050360941005e-08 0.0267219943296774 10 10 BMI
ENSG00000145715 RASA1 5.52902111184147 0.364422377166388 3.22022593035598e-08 0.0848345889349069 12 12 BMI
ENSG00000175161 CADM2 5.51224712821624 0.900156055778293 3.54280991210487e-08 0.0131481688579364 4 4 BMI
ENSG00000151276 MAGI1 5.45970666365684 0.00969386556927805 4.76921895309346e-08 0.0103034383807966 171 175 BMI
ENSG00000213619 NDUFS3 -5.42563681048386 -0.0640458363214637 5.77482770491855e-08 0.0180421185404739 7 7 BMI
ENSG00000095713 CRTAC1 -5.4220013565955 -0.133459228982605 5.89354349767035e-08 0.0579163030824172 48 49 BMI
ENSG00000102882 MAPK3 5.40263468199353 0.0437538498807254 6.56691159228728e-08 0.0128307013711846 14 15 BMI
ENSG00000160695 VPS11 -5.39981073506662 -0.286836695903787 6.67112396435243e-08 0.0203067141683427 45 45 BMI
ENSG00000137996 RTCA -5.35642149851567 -0.0329077891067721 8.48863555003021e-08 0.0234218520997477 32 32 BMI
ENSG00000174684 B4GAT1 -5.30483164147503 -0.0369719421951234 1.12777033489664e-07 0.0155234880556377 22 23 BMI
ENSG00000007392 LUC7L 5.28133469759879 0.0216024863245235 1.28246160802092e-07 0.0328462619693563 36 38 BMI
ENSG00000135655 USP15 -5.24821643845929 -0.011420931965519 1.53578802342125e-07 0.0169902262881599 101 103 BMI
ENSG00000125977 EIF2S2 -5.23529411764706 -1.49924355582164 1.64722346429613e-07 0.028434117915009 1 1 BMI
ENSG00000079435 LIPE 5.22492823714115 0.0863618736987083 1.74222665849655e-07 0.0320178691884692 6 6 BMI
ENSG00000079459 FDFT1 5.21373051995655 1.46243803345044 1.85080280656891e-07 0.0345725222762146 5 5 BMI
ENSG00000082805 ERC1 5.21298279491176 0.307354115636398 1.85828137322375e-07 0.0159901534376667 31 33 BMI
ENSG00000123545 NDUFAF4 -5.20470024526577 -0.0070672773718838 1.9430999720349e-07 0.0120475972637673 34 35 BMI
ENSG00000154310 TNIK -5.20436220393235 -0.0146294432409667 1.94664003583256e-07 0.0278531016576124 78 78 BMI
ENSG00000009335 UBE3C 5.19975220892246 0.0129375955649082 1.99554381019595e-07 0.0602493514043376 87 89 BMI
ENSG00000154380 ENAH 5.18263924868337 0.0380923972786271 2.18767923110263e-07 0.0151368192237348 67 67 BMI
ENSG00000189091 SF3B3 5.18059311585728 0.0114891962696927 2.21181481352417e-07 0.0328057743941997 27 31 BMI
ENSG00000167720 SRR 5.18045086836469 0.0991482186057298 2.21350225482198e-07 0.253784698596843 6 6 BMI
ENSG00000107331 ABCA2 -5.16404257628726 -0.180508254582237 2.41672688305883e-07 0.0120631375651229 17 17 BMI
ENSG00000119522 DENND1A 5.14813973512176 0.982367645458469 2.63082484242005e-07 0.0182370594421001 11 12 BMI
ENSG00000203668 CHML -5.14680562502058 -0.0142085962508026 2.64959622020555e-07 0.0210693558014648 172 176 BMI
ENSG00000089280 FUS 5.11124317902181 0.227558898497043 3.20045691060145e-07 0.0101466684563219 9 10 BMI
ENSG00000075151 EIF4G3 -5.10402230214409 -0.0612267533306904 3.32509061617969e-07 0.0132419024702193 129 130 BMI
ENSG00000185624 P4HB -5.0998950203973 -0.138880180235994 3.39841916385808e-07 0.0117006077899492 18 18 BMI
ENSG00000161217 PCYT1A 5.05003484345927 0.462556640909097 4.41729484768061e-07 0.118225255154769 5 5 BMI
ENSG00000132471 WBP2 -5.04775123288336 -0.674085995337507 4.47040706452739e-07 0.0551599109203183 4 4 BMI
ENSG00000198755 RPL10A 5.04102555993018 0.776053717368535 4.63043609011393e-07 0.0350971224470258 5 5 BMI
ENSG00000213722 DDAH2 -5.02941374437775 -0.170928061670102 4.91981756667315e-07 0.133110497702848 11 11 BMI
ENSG00000160789 LMNA 5.01960671436297 0.0269505470700919 5.17773755426276e-07 0.0248189838065213 28 30 BMI
ENSG00000162613 FUBP1 -5.01228114551518 -0.256583583005397 5.37885365803348e-07 0.013689914493376 14 14 BMI
ENSG00000117601 SERPINC1 5.00237916400665 0.0835022218974211 5.66270762281107e-07 0.0352945694889654 6 6 BMI
ENSG00000152767 FARP1 4.99809317987084 0.541528170842275 5.79000068112734e-07 0.0730802403802639 9 9 BMI
ENSG00000198399 ITSN2 -4.99235923921006 -0.0168055523149921 5.96461814827975e-07 0.0218515201344597 32 34 BMI
ENSG00000204842 ATXN2 -4.97778679013039 -0.0391212809644833 6.43154450141736e-07 0.0272922542474553 8 8 BMI
ENSG00000173599 PC 4.97646416986697 0.155722954512863 6.4756256312748e-07 0.0151879555585035 15 15 BMI
ENSG00000111237 VPS29 4.95137732792929 3.19535753053808 7.36900651165939e-07 0.0365435316866943 5 5 BMI
ENSG00000132481 TRIM47 -4.93676981114703 -0.270607037064449 7.94271260762258e-07 0.0681119539217424 7 7 BMI
ENSG00000140474 ULK3 -4.91864546002979 -0.104107343597708 8.71451462991502e-07 0.343319835349804 8 11 BMI
ENSG00000182732 RGS6 4.91523146023891 0.766368817177822 8.86776273523182e-07 0.0250098792483382 18 19 BMI
ENSG00000167114 SLC27A4 -4.90419543510518 -0.278720073634954 9.38110531034653e-07 0.0234920882859892 11 11 BMI
ENSG00000135423 GLS2 -4.89815645091682 -0.164074815538702 9.67399975460026e-07 0.0200620103989633 12 13 BMI
ENSG00000109016 DHRS7B -4.89274246259657 -0.440264394815508 9.94404936616178e-07 0.0706114839827463 3 3 BMI
ENSG00000145354 CISD2 4.875 3.95714780961722 1.0880845511263e-06 0.0681403371602264 1 1 BMI
ENSG00000115977 AAK1 -4.85761837093286 -0.553550618731672 1.18806113569292e-06 0.0274736566542583 12 14 BMI
ENSG00000150967 ABCB9 -4.85622284460687 -0.180848997561793 1.19646048113431e-06 0.0476347803776691 7 7 BMI
ENSG00000130477 UNC13A 4.83194990611405 0.680224838253837 1.35202278306323e-06 0.0147122407588899 13 13 BMI
ENSG00000066557 LRRC40 -4.82743830336524 -0.313139864890033 1.38300514374023e-06 0.0856778599426187 12 12 BMI
ENSG00000163960 UBXN7 4.79855707302175 0.00906739931185855 1.59812771061141e-06 0.0173010460740631 91 95 BMI
ENSG00000103507 BCKDK 4.79832091461171 0.0510440039753443 1.60001276827693e-06 0.0203398294687535 7 8 BMI
ENSG00000197345 MRPL21 -4.79153793582153 -0.0124010249859074 1.65507717997393e-06 0.025097713961317 60 62 BMI
ENSG00000139641 ESYT1 -4.78270019493321 -0.318038709879845 1.72955991417645e-06 0.0252682280956842 16 16 BMI
ENSG00000165416 SUGT1 -4.76470588235294 -6562812189329839 1.89129318917125e-06 0.0111521325599128 1 1 BMI
ENSG00000093144 ECHDC1 -4.75380130411095 -0.0383299244810378 1.99627234476196e-06 0.0292690731945396 20 20 BMI
ENSG00000134369 NAV1 -4.7476105180248 -0.288566615289371 2.05833921751442e-06 0.0178372325387089 16 16 BMI
ENSG00000143727 ACP1 4.73839420517537 0.0713718941952651 2.15418444060589e-06 0.496567183474847 9 9 BMI
ENSG00000084774 CAD -4.69973925708593 -0.529692298082947 2.6049387176208e-06 0.0147350440349393 5 5 BMI
ENSG00000214113 LYRM4 4.66489042859157 0.0843078706245878 3.08781529434476e-06 0.206486085494887 37 39 BMI
ENSG00000178802 MPI 4.66169517323726 0.14135025830928 3.13615460734162e-06 0.227731998470467 8 12 BMI
ENSG00000142634 EFHD2 -4.63091134928144 -0.0100497085147117 3.64059733870548e-06 0.0365006135339849 105 106 BMI
ENSG00000004455 AK2 -4.62532087741267 -0.0176867044227528 3.74018916660113e-06 0.0347119315450171 31 32 BMI
ENSG00000108828 VAT1 4.62206843842732 0.134313656071822 3.79932619209988e-06 0.0171309479764242 9 10 BMI
ENSG00000175115 PACS1 -4.61101924815397 -0.0161817922437677 4.00699429525808e-06 0.0110281637930056 36 37 BMI
ENSG00000278535 DHRS11 4.59612126478381 0.121292210877006 4.30428255637771e-06 0.217664268357289 15 15 BMI
ENSG00000173992 CCS 4.5950398749747 0.379020424444887 4.32666522365288e-06 0.0215591163744279 6 7 BMI
ENSG00000103043 VAC14 4.58544499719637 0.0108814962745142 4.5302052695817e-06 0.0116497631356293 33 37 BMI
ENSG00000198700 IPO9 4.57103969726137 0.0133142917422092 4.85310326725497e-06 0.0145136018561804 129 129 BMI
ENSG00000065665 SEC61A2 4.56871473859678 0.013520829234033 4.90724130552955e-06 0.0389895017629049 178 184 BMI
ENSG00000115365 LANCL1 4.54538402418135 0.171810989822444 5.48351841556105e-06 0.0221775447357575 31 31 BMI
ENSG00000254986 DPP3 -4.54286139063282 -0.870978810208504 5.54957437404191e-06 0.0489875180216422 3 3 BMI
ENSG00000011454 RABGAP1 4.52679562444501 0.0143629694298913 5.98848047217437e-06 0.0315881114137216 85 89 BMI
ENSG00000186111 PIP5K1C -4.52359431333463 -0.288205568793629 6.07982087497128e-06 0.0165681038725544 27 28 BMI
ENSG00000163517 HDAC11 -4.50899214950456 -0.0114961935352985 6.5136318831982e-06 0.0219375930229304 154 158 BMI
ENSG00000177150 FAM210A -4.50591152125808 -0.0102145705150274 6.60886229786328e-06 0.0333082399976908 102 104 BMI
ENSG00000133703 KRAS -4.49273481772632 -0.0123262224625343 7.0314319595699e-06 0.0281719683619884 105 109 BMI
ENSG00000156113 KCNMA1 4.46729569443287 0.0144546035198286 7.92146028838481e-06 0.0222578374289494 99 100 BMI
ENSG00000137825 ITPKA 4.45454545454545 6.57051808535103 8.40711170790875e-06 0.0341432059761089 1 1 BMI
